,gender,age_category,credit_score,area,traffic_index,vehicle_age,vehicle_body,vehicle_value,claim_risk_cat,credit_score_cat
15153,1,4.0,558.0,3,100.6,1,3,1.441,0,4
15154,1,4.0,595.0,2,109.5,3,9,1.76,0,4
15155,1,2.0,666.0,3,94.3,3,9,1.21,1,2
15156,0,4.0,554.0,2,105.0,3,9,1.617,1,4
15157,0,6.0,779.0,0,103.8,3,3,2.156,1,1
15158,0,4.0,541.0,2,129.0,3,9,1.551,1,0
15159,1,2.0,563.0,2,144.0,3,3,1.837,0,4
15160,0,3.0,611.0,1,110.6,3,9,1.419,1,4
15161,1,3.0,750.0,1,119.1,3,9,1.364,1,1
15162,1,2.0,653.0,0,81.7,3,3,1.837,1,2
15163,1,5.0,781.0,3,103.9,2,10,3.322,1,1
15164,0,1.0,638.0,1,176.5,2,9,2.299,1,4
15165,1,2.0,620.0,4,45.0,4,10,1.826,1,0
15166,1,4.0,636.0,2,145.5,1,10,4.279,1,4
15167,0,6.0,837.0,0,66.5,3,9,1.485,1,1
15168,0,2.0,537.0,1,120.1,2,9,1.892,0,0
15169,0,3.0,449.0,0,41.2,3,9,1.606,1,0
15170,1,5.0,807.0,2,126.0,4,9,0.572,1,1
15171,1,3.0,680.0,2,144.0,4,12,1.056,1,2
15172,0,4.0,457.0,2,123.0,1,3,1.617,1,0
15173,0,3.0,610.0,1,153.8,3,3,1.089,1,4
15174,1,3.0,301.0,1,120.1,2,4,4.246,0,0
15175,0,3.0,644.0,1,146.5,2,9,3.311,1,4
15176,0,5.0,776.0,2,139.5,2,9,2.42,1,1
15177,0,4.0,330.0,1,91.6,1,3,1.749,1,0
15178,0,5.0,807.0,0,75.9,3,9,0.869,1,1
15179,0,2.0,626.0,5,92.0,4,10,1.309,1,4
15180,0,4.0,706.0,1,158.8,2,9,2.266,1,3
15181,0,3.0,636.0,0,67.1,2,9,2.629,1,4
15182,1,4.0,736.0,3,83.6,3,11,2.563,1,3
15183,0,4.0,843.0,0,82.4,2,3,1.43,1,1
15184,0,2.0,527.0,3,100.2,2,3,2.134,1,0
15185,1,3.0,727.0,4,64.5,4,12,1.584,1,3
15186,0,4.0,605.0,3,106.8,2,3,1.287,1,4
15187,0,3.0,778.0,2,67.5,4,9,0.451,1,1
15188,1,2.0,708.0,0,90.0,4,10,1.309,1,3
15189,0,3.0,834.0,1,134.6,3,10,4.466,1,1
15190,0,3.0,659.0,0,57.4,4,9,3.267,1,2
15191,0,5.0,747.0,0,99.2,2,10,4.488,1,3
15192,0,4.0,640.0,2,144.0,2,3,1.617,1,4
15193,1,2.0,528.0,3,71.5,3,12,3.036,0,0
15194,0,4.0,737.0,0,95.4,4,9,0.561,1,3
15195,1,1.0,831.0,3,91.8,4,9,0.836,0,1
15196,1,2.0,764.0,2,133.5,4,9,0.341,0,1
15197,1,3.0,590.0,2,144.0,3,3,0.99,1,4
15198,1,3.0,657.0,3,141.9,4,10,0.748,0,2
15199,0,1.0,640.0,2,139.5,2,3,1.496,0,4
15200,0,5.0,731.0,2,135.0,4,10,1.65,1,3
15201,1,2.0,366.0,2,120.0,2,12,2.948,1,0
15202,0,4.0,670.0,5,82.0,4,10,1.584,1,2
15203,0,4.0,610.0,1,128.1,3,10,3.322,1,4
15204,1,2.0,699.0,0,93.3,3,3,1.342,1,2
15205,1,4.0,810.0,5,116.0,3,12,2.398,1,1
15206,0,4.0,755.0,3,132.3,3,9,0.968,1,1
15207,0,6.0,657.0,0,42.9,3,3,0.836,1,2
15208,1,4.0,761.0,3,144.5,4,3,0.561,1,1
15209,0,3.0,625.0,2,109.5,3,9,1.111,1,4
15210,0,2.0,684.0,0,67.1,3,10,2.805,1,2
15211,0,6.0,728.0,0,84.5,4,3,0.77,1,3
15212,0,6.0,683.0,0,73.9,3,9,1.991,1,2
15213,1,2.0,810.0,1,130.0,2,9,1.936,1,1
15214,1,2.0,496.0,0,92.1,2,3,1.76,0,0
15215,1,4.0,841.0,1,113.6,3,10,1.716,1,1
15216,0,3.0,631.0,2,145.5,2,9,2.013,1,4
15217,0,5.0,782.0,1,153.9,3,9,1.749,1,1
15218,0,5.0,814.0,2,109.5,3,9,1.265,1,1
15219,1,5.0,796.0,2,150.0,4,12,0.484,1,1
15220,0,4.0,660.0,2,129.0,3,9,1.463,1,2
15221,1,5.0,728.0,0,75.9,2,9,2.2,1,3
15222,0,1.0,658.0,4,45.0,4,9,0.385,1,2
15223,0,5.0,834.0,0,79.6,3,4,1.837,1,1
15224,1,2.0,424.0,1,133.8,4,12,1.804,0,0
15225,1,1.0,607.0,0,136.6,1,4,5.28,1,0
15226,1,5.0,814.0,2,136.5,4,9,0.913,1,1
15227,1,5.0,846.0,0,98.6,3,9,2.739,1,1
15228,0,3.0,605.0,0,96.2,3,3,0.902,1,4
15229,0,1.0,657.0,2,142.5,1,9,2.068,0,2
15230,1,4.0,777.0,2,124.5,1,9,2.057,1,1
15231,0,2.0,620.0,2,126.0,2,12,3.212,1,0
15232,1,5.0,835.0,2,124.5,3,3,1.639,1,1
15233,1,4.0,746.0,0,47.6,4,9,1.012,1,3
15234,1,6.0,677.0,0,62.6,2,9,1.98,1,2
15235,1,2.0,717.0,1,90.1,4,10,1.991,0,3
15236,1,6.0,454.0,0,129.0,3,9,1.331,0,0
15237,0,5.0,713.0,5,132.0,3,9,1.595,1,3
15238,0,2.0,346.0,2,84.0,4,6,2.024,1,0
15239,1,1.0,607.0,2,138.0,1,7,3.19,0,0
15240,0,4.0,602.0,0,117.3,2,3,1.628,1,4
15241,0,4.0,682.0,2,142.5,3,3,0.924,1,2
15242,0,2.0,499.0,4,93.0,3,10,1.265,1,0
15243,0,5.0,515.0,0,55.3,4,9,0.484,1,0
15244,0,5.0,769.0,2,103.5,1,3,1.606,1,1
15245,0,4.0,720.0,0,87.1,4,2,0.781,1,3
15246,0,2.0,620.0,2,148.5,2,3,1.353,1,0
15247,0,6.0,782.0,3,140.5,4,12,0.297,1,1
15248,1,4.0,688.0,5,90.0,3,10,2.717,1,0
15249,0,2.0,451.0,2,147.0,3,3,1.727,1,0
15250,0,3.0,743.0,2,133.5,3,9,1.309,1,3
15251,0,2.0,352.0,5,128.0,4,10,1.573,0,0
15252,1,4.0,707.0,1,99.0,4,12,0.77,0,3
15253,1,2.0,491.0,4,43.5,4,9,0.759,1,0
15254,1,4.0,807.0,1,126.1,1,3,1.496,0,1
15255,0,2.0,620.0,1,108.0,3,3,0.924,0,0
15256,0,3.0,646.0,2,147.0,2,9,2.046,1,4
15257,0,4.0,611.0,1,120.2,2,10,2.849,1,4
15258,0,3.0,614.0,2,136.5,1,9,2.134,1,4
15259,1,4.0,695.0,1,153.4,3,3,0.847,1,2
15260,1,4.0,713.0,2,129.0,2,7,2.431,1,3
15261,0,5.0,690.0,3,98.8,2,10,3.256,1,2
15262,0,4.0,725.0,2,142.5,3,10,1.386,1,3
15263,1,5.0,690.0,2,123.0,3,10,3.047,1,2
15264,0,5.0,833.0,2,148.5,1,9,9.823,1,1
15265,0,6.0,834.0,2,133.5,2,9,1.716,1,1
15266,0,4.0,649.0,0,78.1,3,3,0.935,1,4
15267,0,4.0,369.0,1,120.2,3,9,1.474,1,0
15268,1,4.0,722.0,4,90.0,4,12,1.54,1,3
15269,1,5.0,715.0,1,127.6,3,10,1.991,1,3
15270,0,4.0,671.0,4,49.5,4,12,1.584,1,2
15271,0,4.0,623.0,0,82.8,1,3,1.969,1,4
15272,1,5.0,829.0,0,56.5,1,9,2.211,1,1
15273,1,2.0,482.0,2,147.0,2,4,2.728,0,0
15274,0,5.0,526.0,2,142.5,1,3,1.562,1,0
15275,0,2.0,412.0,2,82.5,3,9,1.716,1,0
15276,0,3.0,497.0,2,138.0,2,9,1.87,0,0
15277,1,2.0,556.0,5,124.0,1,10,3.509,0,4
15278,0,1.0,308.0,3,125.4,3,3,0.957,1,0
15279,1,2.0,469.0,2,139.5,2,9,1.859,1,0
15280,1,4.0,734.0,1,119.3,3,9,1.078,0,3
15281,0,4.0,700.0,1,119.0,4,9,1.034,0,3
15282,1,6.0,836.0,4,57.0,4,9,0.561,1,1
15283,1,4.0,787.0,2,145.5,3,9,1.276,1,1
15284,1,4.0,488.0,2,142.5,4,10,1.991,1,0
15285,0,3.0,627.0,1,141.9,4,3,0.649,0,4
15286,1,4.0,755.0,2,102.0,4,9,0.484,1,1
15287,1,4.0,697.0,2,145.5,2,3,1.936,0,2
15288,0,6.0,807.0,1,128.1,2,10,2.233,1,1
15289,0,5.0,827.0,2,132.0,1,10,2.948,1,1
15290,0,1.0,605.0,0,99.5,3,3,0.869,1,4
15291,1,2.0,649.0,0,45.6,1,2,3.7048,1,4
15292,0,6.0,337.0,1,147.4,4,9,0.836,0,0
15293,1,6.0,702.0,1,107.5,2,3,2.002,1,3
15294,0,3.0,844.0,2,145.5,2,3,1.496,1,1
15295,0,3.0,631.0,0,47.1,3,4,1.551,1,4
15296,0,3.0,840.0,0,81.1,1,3,1.353,1,1
15297,1,4.0,650.0,0,47.6,4,10,1.562,1,2
15298,0,4.0,768.0,2,82.5,1,9,2.024,1,1
15299,0,4.0,749.0,2,135.0,4,11,1.155,1,3
15300,0,5.0,616.0,2,133.5,2,9,2.024,1,4
15301,0,3.0,307.0,1,122.0,2,10,3.729,0,0
15302,0,6.0,687.0,0,67.8,2,3,1.397,1,2
15303,0,6.0,841.0,0,84.8,3,3,1.111,1,1
15304,0,3.0,813.0,3,82.1,1,3,1.947,1,1
15305,0,2.0,702.0,4,43.5,3,11,1.793,1,3
15306,1,2.0,644.0,5,132.0,1,10,5.665,1,4
15307,0,3.0,620.0,3,58.2,2,3,1.892,1,4
15308,1,4.0,604.0,5,156.0,2,12,3.102,1,4
15309,0,6.0,793.0,1,121.6,4,9,0.407,1,1
15310,0,4.0,706.0,2,129.0,2,9,2.233,1,3
15311,1,2.0,529.0,2,141.0,1,11,4.95,1,0
15312,1,4.0,541.0,3,63.3,4,3,0.902,0,0
15313,1,6.0,317.0,1,118.4,2,9,2.101,0,0
15314,1,4.0,747.0,2,133.5,2,10,2.585,1,3
15315,0,6.0,846.0,1,136.6,1,3,1.837,0,1
15316,0,5.0,563.0,2,141.0,2,3,1.595,1,4
15317,1,3.0,551.0,4,52.5,4,9,1.155,0,4
15318,1,3.0,569.0,0,47.4,1,2,12.1,1,4
15319,0,3.0,690.0,1,117.1,2,10,3.74,1,2
15320,0,5.0,844.0,3,94.7,2,3,1.43,1,1
15321,0,3.0,514.0,5,116.0,3,9,1.727,1,0
15322,0,4.0,719.0,1,145.2,1,9,2.112,1,3
15323,0,4.0,695.0,3,117.5,3,9,0.891,1,2
15324,0,2.0,394.0,3,129.6,2,9,1.496,1,0
15325,0,6.0,774.0,4,43.5,1,9,2.728,1,1
15326,0,3.0,705.0,0,66.0,2,9,1.914,1,3
15327,1,4.0,688.0,3,93.6,3,9,1.496,0,2
15328,0,4.0,497.0,3,85.3,2,10,5.093,0,0
15329,1,3.0,809.0,1,168.2,3,10,1.991,1,1
15330,0,4.0,850.0,0,77.9,3,9,1.078,1,1
15331,0,4.0,615.0,2,148.5,4,9,0.605,1,4
15332,1,4.0,504.0,1,87.9,2,9,1.914,1,0
15333,0,3.0,344.0,0,84.5,3,9,1.012,1,0
15334,1,1.0,745.0,2,141.0,2,10,4.323,1,3
15335,0,4.0,680.0,1,119.0,4,3,0.528,1,2
15336,0,4.0,652.0,2,123.0,1,3,1.716,0,2
15337,0,4.0,444.0,2,130.5,1,3,1.672,1,0
15338,0,1.0,546.0,5,98.0,4,10,1.309,1,0
15339,0,2.0,368.0,0,95.5,1,3,2.112,0,0
15340,0,4.0,630.0,0,64.9,2,10,4.587,1,4
15341,0,3.0,714.0,3,130.5,2,10,2.629,1,3
15342,1,3.0,832.0,0,111.6,2,3,1.419,1,1
15343,1,2.0,622.0,1,134.4,1,9,2.057,1,4
15344,1,4.0,605.0,0,87.2,2,12,3.52,0,4
15345,0,5.0,763.0,1,110.7,2,10,4.048,1,1
15346,0,4.0,625.0,2,148.5,2,3,1.738,1,4
15347,0,4.0,797.0,3,99.2,1,9,2.706,1,1
15348,1,3.0,621.0,1,134.8,4,10,2.145,0,4
15349,0,4.0,812.0,0,50.6,4,3,0.242,1,1
15350,1,5.0,827.0,2,142.5,2,3,1.595,1,1
15351,1,4.0,751.0,0,80.1,4,11,1.595,1,1
15352,0,3.0,485.0,2,132.0,1,9,2.838,1,0
15353,0,2.0,417.0,5,116.0,3,9,1.452,1,0
15354,0,3.0,734.0,2,138.0,1,10,5.258,1,3
15355,1,6.0,646.0,0,81.8,1,3,2.53,1,4
15356,0,5.0,716.0,2,148.5,1,3,1.793,1,3
15357,1,6.0,553.0,0,56.5,4,10,1.408,1,4
15358,0,2.0,373.0,1,110.1,3,9,1.452,0,0
15359,1,3.0,811.0,4,84.0,4,10,0.748,1,1
15360,1,3.0,823.0,1,132.0,2,3,1.903,1,1
15361,0,3.0,740.0,2,136.5,2,10,3.652,1,3
15362,0,5.0,727.0,2,132.0,3,3,0.825,1,3
15363,0,4.0,304.0,0,117.2,3,3,1.056,1,0
15364,0,5.0,664.0,2,123.0,2,3,1.54,1,2
15365,1,4.0,724.0,0,33.5,3,9,1.287,1,3
15366,0,3.0,631.0,2,138.0,4,3,0.55,1,4
15367,0,3.0,691.0,2,133.5,2,9,2.035,1,2
15368,1,2.0,361.0,4,27.0,4,12,2.233,1,0
15369,1,4.0,391.0,3,100.5,2,9,2.211,0,0
15370,1,4.0,628.0,2,132.0,4,3,0.605,1,4
15371,1,6.0,722.0,2,138.0,4,12,0.242,0,3
15372,0,4.0,783.0,1,86.0,2,3,1.397,1,1
15373,1,5.0,647.0,2,138.0,4,6,1.749,1,4
15374,1,3.0,583.0,4,36.0,2,10,4.389,1,4
15375,0,2.0,499.0,1,146.5,4,3,0.638,1,0
15376,0,6.0,792.0,1,133.4,3,9,1.43,1,1
15377,1,4.0,620.0,0,80.2,4,11,0.781,1,4
15378,0,3.0,740.0,4,28.5,3,9,0.902,1,3
15379,0,5.0,773.0,1,123.1,1,9,2.255,1,1
15380,0,6.0,371.0,2,129.0,4,3,0.649,0,0
15381,1,4.0,708.0,0,82.5,1,10,7.161,1,3
15382,0,4.0,708.0,0,37.7,3,9,1.287,1,3
15383,1,3.0,668.0,0,72.2,3,9,1.243,1,0
15384,1,1.0,617.0,0,92.9,2,3,1.628,1,4
15385,1,2.0,595.0,4,18.0,3,10,2.794,1,4
15386,0,5.0,820.0,3,155.7,3,10,2.53,1,1
15387,1,4.0,830.0,2,123.0,4,3,0.308,1,1
15388,0,3.0,502.0,2,136.5,3,9,1.276,0,0
15389,1,4.0,804.0,4,34.5,2,3,1.21,1,1
15390,1,4.0,678.0,1,125.0,2,3,1.144,1,2
15391,0,3.0,723.0,2,133.5,3,3,1.1,1,3
15392,1,1.0,657.0,2,147.0,4,3,1.65,1,2
15393,1,3.0,768.0,1,152.3,1,3,1.749,0,1
15394,0,5.0,642.0,0,81.3,4,9,0.671,1,4
15395,0,6.0,496.0,0,94.6,1,10,3.4419,1,0
15396,1,5.0,831.0,2,127.5,4,10,0.847,1,1
15397,1,1.0,542.0,0,73.2,3,9,1.419,0,0
15398,0,5.0,824.0,1,107.8,4,9,1.166,1,1
15399,0,4.0,619.0,1,120.1,4,10,0.891,1,4
15400,1,4.0,824.0,3,144.6,4,12,1.837,1,1
15401,1,4.0,618.0,3,146.1,4,12,1.98,1,4
15402,1,3.0,652.0,4,31.5,3,4,2.882,1,2
15403,0,3.0,693.0,0,52.2,2,9,1.265,1,2
15404,1,2.0,352.0,2,130.5,1,10,4.1239,0,0
15405,1,1.0,629.0,2,121.5,3,9,0.99,0,4
15406,1,5.0,512.0,2,150.0,4,10,1.408,0,0
15407,0,6.0,754.0,2,117.0,4,3,0.561,1,1
15408,1,4.0,648.0,2,145.5,4,10,1.65,1,4
15409,1,2.0,645.0,5,98.0,4,4,1.32,1,4
15410,0,6.0,315.0,4,31.5,2,3,1.309,1,0
15411,1,4.0,688.0,3,144.0,1,10,5.038,0,0
15412,0,6.0,713.0,1,127.2,1,10,3.146,1,3
15413,1,3.0,674.0,0,105.1,2,3,1.65,1,2
15414,1,1.0,666.0,1,129.5,1,10,3.894,0,2
15415,0,3.0,668.0,2,85.5,3,3,1.276,1,0
15416,1,6.0,580.0,2,115.5,4,9,0.385,1,4
15417,0,5.0,644.0,1,102.5,1,9,2.728,1,4
15418,0,1.0,411.0,2,135.0,3,3,0.946,1,0
15419,0,3.0,566.0,5,84.0,3,3,1.496,0,4
15420,1,4.0,655.0,2,148.5,3,4,1.826,0,2
15421,1,4.0,828.0,0,86.6,1,3,1.65,1,1
15422,1,4.0,478.0,3,90.7,1,9,1.991,0,0
15423,0,6.0,488.0,1,120.1,3,9,1.1,1,0
15424,0,3.0,717.0,1,117.5,4,3,0.715,1,3
15425,0,5.0,740.0,1,123.5,2,3,1.705,1,3
15426,1,2.0,625.0,0,80.1,2,3,1.408,1,4
15427,0,4.0,843.0,0,74.0,4,9,1.034,1,1
15428,1,2.0,646.0,1,172.9,2,12,1.859,1,4
15429,1,5.0,687.0,2,142.5,1,9,2.134,1,2
15430,1,5.0,773.0,2,117.0,2,7,2.365,1,1
15431,1,4.0,802.0,2,115.5,2,10,4.774,0,1
15432,0,5.0,778.0,1,102.5,2,9,1.65,1,1
15433,1,4.0,761.0,2,127.5,2,3,1.441,0,1
15434,0,2.0,451.0,2,133.5,2,9,1.98,1,0
15435,0,3.0,639.0,0,66.5,1,10,6.0489,1,4
15436,0,2.0,611.0,4,13.5,4,9,0.55,1,4
15437,0,3.0,598.0,3,68.1,4,12,1.111,0,4
15438,1,6.0,824.0,1,110.8,4,3,0.451,1,1
15439,1,6.0,631.0,0,94.4,4,9,1.045,1,4
15440,1,5.0,806.0,0,108.4,3,10,2.475,1,1
15441,1,6.0,672.0,2,145.5,1,9,2.662,1,2
15442,1,2.0,681.0,2,129.0,4,12,1.023,1,2
15443,1,3.0,714.0,2,148.5,2,3,1.386,1,3
15444,1,3.0,701.0,5,100.0,3,10,2.651,1,3
15445,0,4.0,714.0,0,58.3,2,9,1.804,1,3
15446,0,4.0,713.0,3,144.1,2,10,3.905,1,3
15447,1,4.0,770.0,5,80.0,4,12,2.266,1,1
15448,0,4.0,748.0,0,87.5,1,3,1.507,1,3
15449,0,3.0,663.0,0,109.4,3,3,1.078,1,2
15450,0,3.0,724.0,1,140.9,2,3,1.793,1,3
15451,1,3.0,779.0,2,138.0,4,10,1.54,0,1
15452,1,2.0,595.0,1,144.0,2,3,1.441,1,4
15453,1,4.0,692.0,2,145.5,2,12,3.146,1,2
15454,1,3.0,761.0,3,106.6,2,3,1.287,1,1
15455,1,4.0,697.0,2,135.0,4,3,0.506,1,2
15456,1,4.0,500.0,1,101.9,4,9,0.506,1,0
15457,0,4.0,494.0,2,147.0,2,9,1.98,1,0
15458,1,3.0,649.0,0,79.5,2,7,2.629,1,4
15459,0,5.0,751.0,1,121.3,3,3,1.001,1,1
15460,0,6.0,401.0,2,148.5,4,3,0.539,1,0
15461,1,2.0,630.0,0,110.8,3,11,1.518,1,4
15462,1,4.0,834.0,2,138.0,2,3,1.133,1,1
15463,0,4.0,618.0,1,119.9,2,9,2.299,1,4
15464,0,3.0,644.0,1,115.0,4,6,1.903,1,4
15465,1,4.0,794.0,0,54.7,2,9,6.314,1,1
15466,0,5.0,646.0,3,113.5,1,3,2.354,1,4
15467,0,4.0,645.0,1,84.3,3,3,1.155,1,4
15468,1,4.0,343.0,0,60.4,3,11,1.056,0,0
15469,0,6.0,850.0,2,148.5,4,9,0.396,1,1
15470,1,2.0,370.0,3,76.3,2,9,6.094,0,0
15471,1,3.0,825.0,2,88.5,2,3,1.309,1,1
15472,0,4.0,756.0,3,119.8,2,3,1.782,1,1
15473,0,4.0,818.0,2,127.5,4,9,0.495,1,1
15474,1,2.0,614.0,2,105.0,4,10,1.375,1,4
15475,1,4.0,773.0,4,43.5,3,9,2.068,1,1
15476,1,2.0,524.0,2,126.0,2,12,2.981,0,0
15477,0,5.0,764.0,0,86.8,4,9,0.77,1,1
15478,0,2.0,322.0,1,108.0,3,9,0.957,1,0
15479,0,4.0,842.0,2,118.5,4,10,1.947,1,1
15480,0,3.0,836.0,0,55.6,3,9,1.21,1,1
15481,1,1.0,681.0,5,98.0,3,11,2.684,1,2
15482,0,3.0,618.0,3,108.9,2,9,1.925,1,4
15483,0,2.0,630.0,5,102.0,1,10,3.223,1,4
15484,0,1.0,622.0,2,130.5,1,3,1.672,1,4
15485,1,4.0,792.0,2,127.5,1,11,1.683,1,1
15486,0,2.0,821.0,2,147.0,1,2,3.223,1,1
15487,0,4.0,721.0,3,67.8,1,10,5.324,1,3
15488,0,3.0,677.0,0,111.7,3,9,1.177,1,2
15489,1,2.0,563.0,0,62.4,4,9,1.045,0,4
15490,1,5.0,752.0,3,88.1,1,11,4.994,1,1
15491,0,1.0,462.0,0,31.2,2,9,1.573,0,0
15492,1,2.0,649.0,0,144.3,3,10,1.958,1,4
15493,0,4.0,550.0,2,121.5,1,12,2.431,1,4
15494,1,2.0,568.0,0,91.9,1,10,4.763,1,4
15495,0,4.0,800.0,0,80.9,3,3,0.847,1,1
15496,1,5.0,705.0,0,85.0,2,9,2.552,1,3
15497,1,4.0,688.0,2,141.0,2,3,1.408,0,0
15498,0,4.0,799.0,2,90.0,2,9,1.32,1,1
15499,1,5.0,754.0,2,133.5,2,10,3.047,1,1
15500,0,2.0,679.0,0,58.1,4,3,0.539,1,2
15501,0,1.0,673.0,2,108.0,3,9,1.958,1,2
15502,1,2.0,743.0,4,18.0,3,9,1.331,1,3
15503,1,3.0,474.0,0,69.9,4,9,0.429,0,0
15504,0,4.0,620.0,1,110.9,4,3,0.704,1,4
15505,1,4.0,801.0,2,121.5,3,6,2.684,1,1
15506,0,3.0,841.0,5,130.0,3,10,3.509,1,1
15507,0,2.0,480.0,2,136.5,3,9,1.947,1,0
15508,0,2.0,452.0,5,118.0,3,10,2.563,1,0
15509,1,4.0,785.0,5,170.0,2,10,4.741,0,1
15510,0,3.0,655.0,1,106.9,2,3,1.474,1,2
15511,0,4.0,595.0,2,127.5,1,3,1.606,1,4
15512,0,4.0,540.0,0,75.0,4,3,1.122,1,0
15513,1,4.0,533.0,2,109.5,3,10,2.629,0,0
15514,1,4.0,685.0,4,22.5,3,10,2.607,1,2
15515,1,3.0,724.0,0,75.5,1,12,5.0512,1,3
15516,0,1.0,689.0,5,116.0,4,10,1.881,1,2
15517,0,4.0,471.0,0,73.8,2,9,1.925,1,0
15518,0,4.0,732.0,3,62.7,3,3,1.738,1,3
15519,1,3.0,705.0,0,86.2,2,9,1.551,1,3
15520,1,5.0,801.0,2,112.5,1,3,1.54,1,1
15521,1,5.0,776.0,0,88.6,2,3,1.386,1,1
15522,1,3.0,611.0,3,112.9,3,10,3.872,1,4
15523,1,3.0,801.0,0,73.7,3,9,1.606,1,1
15524,0,4.0,766.0,3,128.9,3,11,1.936,0,1
15525,1,2.0,620.0,3,105.1,2,9,1.87,1,0
15526,0,3.0,315.0,0,66.1,2,10,3.19,1,0
15527,1,4.0,710.0,1,140.1,3,10,4.136,1,3
15528,1,4.0,716.0,3,112.8,4,3,1.166,0,3
15529,1,3.0,662.0,5,80.0,3,10,2.695,1,2
15530,0,5.0,730.0,2,130.5,3,10,2.42,1,3
15531,0,4.0,602.0,2,135.0,3,3,1.144,1,4
15532,0,3.0,566.0,3,64.5,3,3,0.979,1,4
15533,0,3.0,668.0,1,120.1,1,9,2.519,1,0
15534,1,3.0,695.0,5,114.0,4,9,6.82,0,2
15535,1,2.0,638.0,1,114.0,3,9,1.43,0,4
15536,0,5.0,718.0,3,73.0,4,9,1.452,1,3
15537,1,3.0,470.0,3,82.9,4,10,1.309,0,0
15538,0,3.0,642.0,2,100.5,4,9,0.935,1,4
15539,0,5.0,824.0,4,36.0,1,12,5.4912,1,1
15540,1,4.0,672.0,1,117.8,2,3,1.144,1,2
15541,0,1.0,330.0,0,72.4,4,3,0.583,0,0
15542,0,5.0,798.0,0,89.4,4,9,0.495,1,1
15543,1,6.0,834.0,3,83.4,4,12,1.034,1,1
15544,0,4.0,703.0,1,121.4,2,3,1.925,1,3
15545,1,6.0,764.0,0,52.6,1,3,1.529,0,1
15546,0,6.0,804.0,2,123.0,1,3,2.189,1,1
15547,0,3.0,635.0,0,69.3,4,3,0.715,1,4
15548,0,2.0,559.0,0,73.8,4,9,0.781,1,4
15549,0,1.0,564.0,2,120.0,3,9,1.309,1,4
15550,1,4.0,521.0,3,63.1,2,3,1.628,0,0
15551,0,3.0,432.0,0,64.5,2,3,1.727,1,0
15552,1,5.0,797.0,2,112.5,4,10,0.506,1,1
15553,1,2.0,389.0,1,142.0,3,9,1.749,1,0
15554,0,1.0,607.0,2,115.5,2,9,1.628,1,0
15555,0,5.0,842.0,3,73.0,3,2,2.046,1,1
15556,1,2.0,436.0,2,150.0,1,12,3.993,0,0
15557,1,3.0,647.0,4,43.5,3,11,3.069,1,4
15558,0,2.0,763.0,1,120.1,4,10,2.464,1,1
15559,0,2.0,807.0,1,96.4,1,9,2.662,1,1
15560,1,2.0,645.0,0,90.7,2,10,4.829,1,4
15561,0,5.0,747.0,5,126.0,3,10,2.299,1,3
15562,0,3.0,571.0,1,109.0,3,9,1.166,1,4
15563,0,1.0,780.0,2,148.5,3,2,1.573,1,1
15564,1,4.0,505.0,0,46.2,4,3,0.792,0,0
15565,0,1.0,576.0,0,106.3,2,9,1.419,1,4
15566,0,3.0,657.0,0,67.7,3,10,1.54,1,2
15567,1,2.0,689.0,2,136.5,2,9,3.333,1,2
15568,0,2.0,506.0,3,54.7,3,9,1.419,1,0
15569,0,4.0,568.0,0,73.4,3,9,1.551,1,4
15570,1,3.0,708.0,2,91.5,3,9,1.133,1,3
15571,0,3.0,443.0,0,63.1,2,10,5.522,1,0
15572,0,1.0,785.0,1,94.8,1,3,1.85185,1,1
15573,0,1.0,442.0,3,124.4,1,10,3.102,0,0
15574,0,5.0,786.0,3,123.1,4,6,1.32,1,1
15575,0,3.0,392.0,1,135.4,1,9,1.837,1,0
15576,1,2.0,665.0,4,42.0,4,12,1.529,1,2
15577,1,4.0,618.0,4,55.5,4,10,1.87,1,4
15578,1,6.0,817.0,1,130.5,3,9,1.551,1,1
15579,1,4.0,613.0,4,43.5,3,10,3.883,1,4
15580,1,6.0,802.0,3,108.1,3,10,3.025,0,1
15581,1,2.0,605.0,5,116.0,4,10,1.584,1,4
15582,0,6.0,747.0,3,89.5,2,10,1.793,1,3
15583,1,4.0,343.0,0,81.3,4,12,1.628,1,0
15584,0,4.0,592.0,2,145.5,2,3,1.199,1,4
15585,0,6.0,719.0,3,103.3,1,9,2.629,1,3
15586,1,3.0,635.0,2,141.0,4,6,1.848,1,4
15587,1,4.0,849.0,5,122.0,2,10,3.949,1,1
15588,0,6.0,392.0,2,84.0,1,3,1.507,0,0
15589,0,3.0,764.0,5,92.0,3,10,2.794,1,1
15590,1,6.0,623.0,0,86.8,1,9,2.937,0,4
15591,0,4.0,505.0,2,148.5,4,3,1.122,0,0
15592,1,6.0,718.0,0,92.1,3,9,1.606,1,3
15593,0,3.0,696.0,1,118.7,4,10,2.222,1,2
15594,0,3.0,338.0,4,94.5,4,10,1.408,1,0
15595,0,4.0,619.0,2,121.5,2,9,2.079,1,4
15596,0,1.0,682.0,0,93.7,4,9,0.495,1,2
15597,1,2.0,817.0,2,141.0,1,12,3.74,1,1
15598,0,2.0,683.0,3,97.2,4,9,0.836,1,2
15599,0,6.0,846.0,0,61.5,3,9,0.946,1,1
15600,0,4.0,765.0,1,122.4,1,3,1.386,1,1
15601,0,4.0,838.0,0,84.4,3,9,1.177,1,1
